Age,Area_Suburban,Area_Urban,Children,Churn,Contacts,Contract,Email,Gender_Male,Gender_Nonbinary,Income,InternetService_Fiber Optic,InternetService_nan,Marital_Married,Marital_Never Married,Marital_Separated,Marital_Widowed,MonthlyCharge,Multiple,Outage_sec_perweek,PaymentMethod_Credit Card (automatic),PaymentMethod_Electronic Check,PaymentMethod_Mailed Check,Population,StreamingMovies,StreamingTV,Tenure,Yearly_equip_failure
0.704225352112676,0,1,0.0,False,0.0,12,0.3888888888888889,1,0,0.22812204394968388,1,0,0,0,0,1,0.43998464679767657,0,0.38592378257015014,1,0,0,0.0007174278324239621,1,0,0.08156174595223134,0.5
0.1267605633802817,0,1,0.125,True,0.0,1,0.5,0,0,0.17267720292379074,1,0,1,0,0,0,0.7738723357742342,1,0.5960537019000579,0,0,0,0.19721713519738704,1,1,0.002135062416950935,0.5
0.4507042253521127,0,1,0.5,False,0.0,24,0.3333333333333333,0,0,0.07488007213662295,0,0,0,0,0,1,0.38047449728926985,1,0.5426125313394177,1,0,0,0.07051560405535522,1,0,0.20775000022537063,0.5
0.4225352112676056,1,0,0.125,False,0.6666666666666666,24,0.6666666666666666,1,0,0.15020291255172874,0,0,1,0,0,0,0.19020688679923628,0,0.7775904987277865,0,0,1,0.2617290010761418,0,1,0.22652735091960222,0.0
0.9154929577464789,1,0,0.0,True,0.6666666666666666,1,0.7222222222222222,1,0,0.32120526118032355,1,0,0,0,1,0,0.3329000714092144,0,0.39547335145655366,0,0,1,0.21432212509675835,0,1,0.009379188033677582,0.5
0.9154929577464789,0,1,0.375,False,1.0,12,0.6666666666666666,0,0,0.1804024420821332,0,1,0,1,0,0,0.4997052667213302,1,0.410923590611452,0,1,0,0.3341892121509619,1,0,0.08445607643928427,0.5
0.8591549295774648,1,0,0.0,True,0.0,1,0.3888888888888889,1,0,0.08990257885031125,0,0,0,0,0,1,0.5715994141997967,0,0.5668925252672202,0,1,0,0.047859988294598525,1,1,0.17229117230686644,0.5
0.16901408450704225,1,0,0.25,True,0.0,1,0.7222222222222222,0,0,0.2135489357187946,0,0,1,0,0,0,0.1663896926371167,0,0.375380416790394,0,0,1,0.4369513093057942,0,0,0.04590730301595444,0.0
0.9577464788732394,0,0,0.125,False,0.3333333333333333,24,0.8333333333333334,0,0,0.40333255091531994,1,0,1,0,0,0,0.39253602643607766,0,0.42712238629228527,0,0,1,0.38123737421413334,1,0,0.03404479458991115,0.0
0.07042253521126761,0,1,0.875,False,0.0,1,0.3333333333333333,0,0,0.1797596356880612,0,0,0,0,1,0,0.45189149063262973,1,0.462916713023271,0,0,1,0.010478222289349973,0,1,0.2572345925953138,1.0
0.5352112676056338,0,0,0.25,False,0.3333333333333333,1,0.7777777777777778,0,0,0.14548810957754843,1,0,1,0,0,0,0.33296561950042447,0,0.3126475978280599,0,1,0,0.6300526743066438,0,1,0.1340517539072501,0.5
0.9154929577464789,0,0,0.0,False,0.0,1,0.3333333333333333,1,0,0.6737129297797486,1,0,0,0,0,0,0.2733840888486321,0,0.4026151253514584,0,0,0,0.010497101969150604,0,1,0.16911793285691493,0.0
0.15492957746478872,0,1,0.625,False,0.3333333333333333,24,0.6111111111111112,0,0,0.9279528847978552,1,0,0,0,1,0,0.4995331488620275,1,0.2674528289877853,0,0,0,0.0,0,1,0.2235974432606979,0.0
0.16901408450704225,0,1,0.125,True,1.0,1,0.3888888888888889,1,0,0.5167366166698052,0,0,0,0,1,0,0.38056012801770106,1,0.6012296883243593,0,0,0,0.1541525855721487,0,0,0.12754701202532448,0.0
0.29577464788732394,1,0,0.375,True,0.3333333333333333,12,0.5555555555555556,1,0,0.7172973864138865,0,1,0,0,0,0,0.4647025194060912,0,0.5451917158554949,0,1,0,0.039515169822719805,1,1,0.1812107648097782,0.0
0.6338028169014085,0,1,0.0,True,0.3333333333333333,1,0.5555555555555556,0,0,0.25316570020657936,0,0,1,0,0,0,0.5470861789544534,1,0.6990510728734857,0,0,0,0.9454754847357789,1,0,0.2081444762454881,0.0
0.5915492957746479,0,0,0.25,True,1.0,24,0.7222222222222222,1,0,0.3541025561620755,0,1,0,0,1,0,0.5838000326184659,0,0.4905632276598535,0,0,1,0.1368587988747711,1,1,0.018286391168199488,0.0
0.6056338028169014,0,0,0.375,False,0.3333333333333333,24,0.4444444444444444,0,0,0.31463933750351625,0,1,0,0,0,1,0.3449963895262571,0,0.4760795787684079,0,0,0,0.17865840995336718,0,1,0.22684751380169552,0.0
0.07042253521126761,0,0,0.375,True,0.3333333333333333,1,0.3888888888888889,1,0,0.1548078320177903,0,0,0,0,0,0,0.3328827149864276,1,0.5521941280178715,1,0,0,0.05998074272660336,0,1,0.16622566969437044,0.0
0.16901408450704225,1,0,0.375,False,0.3333333333333333,24,0.8333333333333334,1,0,0.3668103938640532,1,0,0,0,0,0,0.2260755235905354,0,0.32981565278325425,0,0,0,0.2726225763211056,0,0,0.019873291817627408,0.0
0.4788732394366197,0,1,0.375,False,0.3333333333333333,1,0.7222222222222222,1,0,0.219066478552138,1,0,0,0,0,1,0.21403135086651442,0,0.46468686188133984,0,1,0,0.0071931580040402515,0,0,0.07954448252205928,0.5
0.704225352112676,0,1,0.25,False,0.0,12,0.3333333333333333,1,0,0.6416012331533179,1,0,0,0,0,0,0.3329000714092144,0,0.33682887122073196,0,1,0,0.04140313780278287,0,1,0.10618636489280472,0.0
0.8028169014084507,0,0,0.375,True,0.3333333333333333,1,0.6666666666666666,0,0,0.2277851163718099,0,1,0,0,0,1,0.39267511570793906,1,0.7117541382375967,1,0,0,0.1781108992391489,1,0,0.06712221374327945,0.0
0.8309859154929577,1,0,0.125,True,0.3333333333333333,1,0.5,1,0,0.09872665308984097,0,0,0,0,1,0,0.05935954162372542,0,0.4869771381087206,0,0,0,0.558234372345045,0,0,0.044405823331198316,0.0
0.4084507042253521,0,0,0.125,True,0.0,1,0.6666666666666666,0,0,0.06802880710576784,1,0,1,0,0,0,0.6787994136060244,0,0.8311892674361354,0,0,1,0.05831933090414786,1,1,0.13241307160181703,0.5
0.7323943661971831,0,1,0.0,True,0.0,1,0.5,0,0,0.35199956855158254,0,1,0,0,0,1,0.28548040696567484,0,0.7675733387835523,0,1,0,0.10670795023316404,0,1,0.0054556249374596594,0.0
0.028169014084507043,0,1,0.375,True,0.6666666666666666,12,0.5555555555555556,0,0,0.08193840976813448,0,0,0,0,1,0,0.5716649622910067,0,0.6941226691193405,0,0,0,0.03239753053788208,1,1,0.00599038361963663,0.0
0.7183098591549296,1,0,0.5,True,0.3333333333333333,24,0.8333333333333334,1,0,0.2675863137381957,0,0,0,1,0,0,0.845328190757211,1,0.5349833675327418,1,0,0,0.9908811146562955,1,1,0.06226934564322572,0.0
0.30985915492957744,0,0,0.0,False,0.6666666666666666,24,0.5555555555555556,0,0,0.1733977120782028,0,1,0,1,0,0,0.32120059115176713,1,0.18667125810713478,0,1,0,0.03332263484811298,0,0,0.03635623510863765,0.0
0.9014084507042254,0,0,0.75,True,0.0,1,0.3333333333333333,0,0,0.41731346870216096,1,0,0,0,0,0,0.7142694093348123,0,0.4308962067063671,0,1,0,0.012838182264428795,1,1,0.052430842566578977,0.0
0.7887323943661971,0,0,0.625,True,0.3333333333333333,1,0.2777777777777778,1,0,0.20693862201552873,0,0,0,0,1,0,0.45189149063262973,1,0.5640034130132298,0,1,0,0.002567636452885759,0,1,0.28022199821010674,0.5
0.7183098591549296,0,1,0.5,True,0.3333333333333333,12,0.6666666666666666,1,0,0.08783338911060094,1,0,0,0,0,1,0.8929698489866087,1,0.2482639223142753,0,0,1,0.028640474257556593,1,1,0.03473842640275168,0.0
0.4788732394366197,1,0,0.125,True,0.0,1,0.4444444444444444,1,0,0.0641562826481974,0,0,0,1,0,0,0.39253875265051213,1,0.7149081246928464,0,0,1,0.2662601242282931,0,0,0.06301198853269316,0.5
0.11267605633802817,1,0,0.25,True,0.3333333333333333,1,0.7222222222222222,0,0,0.07896524826921346,1,0,0,1,0,0,0.7137366128300533,1,0.8564653197442312,1,0,0,0.12071667264523193,1,0,0.03250812868086532,0.5
0.09859154929577464,0,1,0.125,False,0.6666666666666666,12,0.3333333333333333,0,0,0.29011623314159374,0,0,0,1,0,0,0.2855741497283309,1,0.4688710823115961,0,1,0,0.09551230011139011,0,0,0.08671778269530166,0.0
0.676056338028169,1,0,0.125,False,0.3333333333333333,24,0.5,0,0,0.20253471093885875,1,0,0,0,0,0,0.4995006293582589,0,0.8864443979968526,1,0,0,0.3860894519228954,1,0,0.12455189794723447,0.0
0.7605633802816901,1,0,0.125,False,0.3333333333333333,24,0.3888888888888889,1,0,0.40418234905389816,1,0,0,0,0,0,0.3211270499711158,0,0.38561962375869246,0,1,0,0.040081560216738726,0,0,0.21180495087371676,0.5
0.04225352112676056,0,1,0.375,False,0.3333333333333333,1,0.5,0,0,0.3061432158091886,1,0,0,0,0,0,0.4399957705138156,0,0.5808046768571001,0,0,1,0.021975947287933995,0,1,0.11514572240404622,0.0
0.5211267605633803,1,0,0.375,False,0.6666666666666666,1,0.7222222222222222,1,0,0.4248068124217363,0,0,1,0,0,0,0.13085414881711865,0,0.3906139233364737,0,1,0,0.00043423263541450335,0,0,0.028139493357877694,0.0
0.323943661971831,1,0,0.5,True,0.3333333333333333,24,0.4444444444444444,1,0,0.09423509394635662,1,0,0,0,0,0,0.8333883183348165,1,0.6439855098573248,1,0,0,0.01689731342156437,1,1,0.04111816798887841,1.0
0.19718309859154928,1,0,0.5,False,0.0,24,0.5555555555555556,1,0,0.19196826751871798,1,0,0,1,0,0,0.5351463065320589,1,0.4015810502258607,0,1,0,0.12647497498442425,1,0,0.24726665311250326,0.0
0.056338028169014086,0,0,0.0,True,0.0,24,0.16666666666666666,0,0,0.1195802627873395,1,0,0,1,0,0,0.7738723357742342,1,0.6783623861702992,1,0,0,0.6748163951139389,1,1,0.10977366244802955,0.0
0.36619718309859156,0,1,0.25,True,0.3333333333333333,1,0.1111111111111111,0,0,0.43751028389160324,0,1,0,0,0,0,0.785968653891277,1,0.5330511222326801,0,1,0,0.006041497536201786,1,1,0.13201451905012604,0.0
0.352112676056338,1,0,0.375,True,0.3333333333333333,1,0.4444444444444444,0,0,0.29924424564971674,1,0,0,1,0,0,0.547276109984511,1,0.4859815314158849,1,0,0,0.016255404308342932,0,0,0.11863004197696443,0.0
0.9577464788732394,0,0,0.125,False,0.6666666666666666,24,0.4444444444444444,0,0,0.211725791244136,0,1,0,0,1,0,0.11886872530049129,0,0.37973061011014103,0,0,0,0.2900674004568882,0,1,0.09515127074649053,1.0
0.9295774647887324,1,0,0.25,False,0.0,1,0.6111111111111112,0,0,0.6151710556328316,0,1,1,0,0,0,0.05951598731837364,0,0.6376506113367791,0,1,0,0.04887949100383258,0,0,0.14880488774177758,0.5
0.6197183098591549,0,1,0.25,True,1.0,1,0.5555555555555556,0,0,0.034878917510798135,0,0,0,0,1,0,0.4995720105016444,1,0.44120404616632103,0,0,0,0.09252931070289049,1,0,0.03294223767031257,0.0
0.704225352112676,0,1,0.625,True,0.3333333333333333,1,0.5,0,0,0.3514993115503091,0,1,0,0,0,0,0.5123054254250726,0,0.38799634725017895,1,0,0,0.7485604244152019,1,1,0.0892152833916968,0.0
0.5774647887323944,1,0,0.125,False,0.0,1,0.2777777777777778,0,0,0.3076000819234514,1,0,0,1,0,0,0.33296561950042447,0,0.17312718870471874,0,1,0,0.008609133989087544,0,1,0.06312391350242588,0.0
0.18309859154929578,0,1,0.0,True,0.0,12,0.16666666666666666,0,0,0.35406043010782245,1,0,0,0,1,0,0.42803854166863425,1,0.5644573668146049,1,0,0,0.0017746899012592745,0,1,0.007714410404594314,0.0
0.4647887323943662,0,1,0.0,True,0.6666666666666666,1,0.4444444444444444,1,0,0.11332781840484883,1,0,0,0,0,1,0.3807299764105376,1,0.4457345670345866,0,0,1,0.0059470991371986335,0,0,0.15599306695242157,0.0
0.5633802816901409,1,0,0.125,False,0.3333333333333333,12,0.4444444444444444,0,0,0.5013990135387963,0,0,0,0,1,0,0.23780979281821776,0,0.5518262986692106,0,0,1,0.09381312892933336,0,1,0.18285384789873468,0.5
0.7746478873239436,1,0,0.125,True,0.0,1,0.4444444444444444,1,0,0.6653344537839586,0,0,1,0,0,0,0.1663896926371167,0,0.40903908581801907,0,1,0,0.8848717125757547,0,0,0.12054874750571092,0.5
0.5633802816901409,1,0,0.125,True,0.6666666666666666,24,0.6666666666666666,1,0,0.11497768814963369,0,1,0,0,1,0,0.6668943301538648,1,0.5125303477157592,1,0,0,0.4943077765401099,1,1,0.20727907117338754,0.0
0.43661971830985913,0,0,0.0,False,0.3333333333333333,24,0.3333333333333333,0,0,0.23334106587649725,1,0,0,1,0,0,0.2140968989577245,0,0.411175765493902,0,1,0,0.013102497781637624,0,0,0.08773256968289905,0.0
0.11267605633802817,1,0,0.125,False,0.3333333333333333,12,0.5,0,0,0.44447078558137554,0,0,0,1,0,0,0.40434480267605216,0,0.4089632128859802,0,0,1,0.05839484962335039,1,0,0.026282621225155147,0.0
0.09859154929577464,0,1,0.125,False,1.0,1,0.3888888888888889,1,0,0.658838713245523,1,0,0,0,0,1,0.5471360548810088,1,0.47558364937713105,0,1,0,0.05220231464874356,0,1,0.018871567464914307,0.0
0.3380281690140845,0,0,0.0,True,1.0,1,0.6111111111111112,0,0,0.8063620529796987,0,0,0,0,1,0,0.34482882011546984,0,0.5449110399349768,0,0,1,0.07093095701096909,1,0,0.09797122296341604,0.0
0.8873239436619719,0,0,0.125,False,0.0,1,0.6666666666666666,1,0,0.5628960991192905,0,1,0,0,0,1,0.0595815354095837,0,0.278827439408765,0,0,1,0.09322785885551381,0,0,0.15840055851905377,0.0
0.352112676056338,1,0,0.125,False,0.0,1,0.5555555555555556,0,0,0.27923687642018774,0,1,0,0,0,0,0.2260420382551259,0,0.7006215457741019,0,1,0,0.07100647573017162,1,0,0.12155704263684956,0.0
0.6338028169014085,0,1,0.25,False,0.3333333333333333,24,0.6111111111111112,1,0,0.3661613615464159,0,0,0,1,0,0,0.4994943966516111,1,0.4701900295669482,0,0,0,0.0349462873109672,0,1,0.097352057343408,0.0
0.7323943661971831,1,0,0.375,True,0.0,1,0.4444444444444444,0,0,0.08583737418681958,1,0,1,0,0,0,0.880991224353798,1,0.2852097324697771,0,0,0,0.7264145600090622,1,1,0.04882302121514869,0.5
0.8450704225352113,0,1,0.125,True,0.3333333333333333,1,0.8888888888888888,1,0,0.17801783250050152,1,0,0,0,0,1,0.6072392583214211,0,0.5455004559230864,0,0,0,0.2557630222591425,1,1,0.13783069670390993,0.0
0.4225352112676056,0,1,0.0,False,0.0,1,0.7777777777777778,1,0,0.42278007216087976,0,0,0,0,1,0,0.3448613396192385,1,0.38172437232781237,0,1,0,0.14728038212471917,0,1,0.1582778116897927,0.5
0.6338028169014085,1,0,0.125,True,0.6666666666666666,1,0.8333333333333334,0,0,0.15119663463765895,0,0,0,0,1,0,0.5716649622910067,0,0.5720719877309082,1,0,0,0.33649253308663885,1,1,0.01688526454620728,0.5
0.5915492957746479,0,1,0.5,True,0.0,12,0.5,0,0,0.3431223718213729,0,1,1,0,0,0,0.6312486529800648,0,0.2815119381480724,0,1,0,0.38267222987898125,1,1,0.32279011605120966,0.0
0.971830985915493,0,0,0.0,True,0.0,12,0.7777777777777778,1,0,0.6278335330345484,0,0,0,0,0,0,0.8332840180331902,1,0.3854129637575878,0,0,0,0.5706383219740593,1,1,0.03839856807409103,0.0
0.5070422535211268,1,0,0.375,False,0.0,24,0.3333333333333333,0,0,0.3813065270399542,1,0,1,0,0,0,0.2615455193193234,0,0.18203741494716139,0,0,0,0.10874695565163214,0,0,0.09824624728372086,0.0
0.23943661971830985,0,1,0.375,True,0.0,1,0.3333333333333333,1,0,0.05963998152275255,1,0,0,0,0,0,0.8333669225471869,0,0.28878858406542884,0,1,0,0.0011516604678384655,1,1,0.11528981442083365,0.5
0.7323943661971831,0,1,0.125,True,0.0,1,0.7222222222222222,1,0,0.009386186195704386,1,0,0,1,0,0,0.6422420056366601,1,0.665176526890539,0,0,0,0.6486869182698661,1,0,0.01934702387418371,0.0
